TYPE,LICENSEE,PROGRAM NAME,AUTHORIZATION,"LICENSING 
DEPARTMENT",BEDS,COUNTY,FACILITY ADDRESS,CITY,ZIP CODE,CERTIFICATE NUMBER,STATE,LOCATION
SRP (Social Rehabilitation Program),Compassion Pathway Behavioral Health Llc,Bella Vida Center,Certified,CDSS,10,Butte,556 Cohasset Road,Chico,95926,MHBS220398,California,"Butte, California"
SRP (Social Rehabilitation Program),Compassion Pathway Behavioral Health Llc,Cirby Ranch Srf,Certified,CDSS,6,Placer,1085 Sandringham Way,Roseville,95661,MHBL220386,California,"Placer, California"
SRP (Social Rehabilitation Program),Compassion Pathway Behavioral Health Llc,Compassion Springs Srf,Certified,CDSS,6,El Dorado,4229 Toyan Drive,Diamond Springs,95619,MHBL220389,California,"El Dorado, California"
SRP (Social Rehabilitation Program),Compassion Pathway Behavioral Health Llc,Oak Lane Center,Certified,CDSS,12,El Dorado,6840 Oak Lane,Placerville,95667,MHBS240505,California,"El Dorado, California"
SRP (Social Rehabilitation Program),Compassion Valley Llc,Garfield Wellness & Recovery,Certified,CDSS,6,Sacramento,6110 Garfield Avenue,Sacramento,95841,MHBL200134,California,"Sacramento, California"
SRP (Social Rehabilitation Program),County Of Shasta,Shasta County Mental Health,Certified,CDSS,15,Shasta,2640 Breslauer Way,Redding,96001,MHBS080165,California,"Shasta, California"
SRP (Social Rehabilitation Program),Crestwood Behavioral Health Inc,Bridge Program -  Fresno,Certified,CDSS,15,Fresno,153 North U Street,Fresno,93701,MHBT040147,California,"Fresno, California"
SRP (Social Rehabilitation Program),Crestwood Behavioral Health Inc,Bridge Program - Bakersfield,Certified,CDSS,15,Kern,6744 Eucalyptus Drive,Bakersfield,93306,MHBT090170,California,"Kern, California"
SRP (Social Rehabilitation Program),Crestwood Behavioral Health Inc,Freise Hope House,Certified,CDSS,14,Kern,721 8th Street,Bakersfield,93304,MHBS160209,California,"Kern, California"
SRP (Social Rehabilitation Program),Crestwood Behavioral Health Inc,Pathways,Certified,CDSS,16,Humboldt,2370 Buhne Street,Eureka,95501,MHBT160204,California,"Humboldt, California"
SRP (Social Rehabilitation Program),Crestwood Behavioral Health Inc,Santa Barbara Crisis Residential,Certified,CDSS,10,Santa Barbara,66 S. San Antonio Road,Santa Barbara,93110,MHBS190265,California,"Santa Barbara, California"
SRP (Social Rehabilitation Program),Crestwood Behavioral Health Inc,The Pathway,Certified,CDSS,16,Contra Costa,550 Patterson Boulevard,Pleasant Hill,94523,MHBT060153,California,"Contra Costa, California"
SRP (Social Rehabilitation Program),Crownview Psychiatric Institute Inc,Crownview Psychiatric Institute (918 Vista Way),Certified,CDSS,6,San Diego,918 Vista Way,Oceanside,92054,MHBT240512,California,"San Diego, California"
SRP (Social Rehabilitation Program),Crownview Psychiatric Institute Inc,Crownview Psychiatric Institute (Horne),Certified,CDSS,6,San Diego,523 N. Horne Street,Oceanside,92054,MHBT250547,California,"San Diego, California"
SRP (Social Rehabilitation Program),Crownview Psychiatric Institute Inc,Crownview Psychiatric Institute Inc (Camino),Certified,CDSS,6,San Diego,1110 Camino Del Sol Circle,Carlsbad,92008,MHBT200333,California,"San Diego, California"
SRP (Social Rehabilitation Program),Crownview Psychiatric Institute Inc,Crownview Psychiatric Institute Inc (Vista),Certified,CDSS,6,San Diego,1114 Vista Way,Oceanside,92054,MHBT230466,California,"San Diego, California"
SRP (Social Rehabilitation Program),Crt Programs Inc,Crt Programs--Downey,Certified,CDSS,16,Los Angeles,7765 Leeds Street RTP-E,Downey,90242,MHBS240482,California,"Los Angeles, California"
SRP (Social Rehabilitation Program),Crt Programs Inc,Crt Programs--Sylmar,Certified,CDSS,16,Los Angeles,"14124 Bucher Ave, RTP-E",Sylmar,91342,MHBS240510,California,"Los Angeles, California"
SRP (Social Rehabilitation Program),D'Amore Healthcare,D'Amore Healthcare - El Rubi Circle,Certified,CDSS,6,Orange,10754 El Rubi Cir,Fountain Valley,92708,MHBS250556,California,"Orange, California"
SRP (Social Rehabilitation Program),Didi Hirsch Psychiatric Service,Excelsior House,Certified,CDSS,14,Los Angeles,1007 South Myrtle Avenue,Inglewood,90301,MHAS910005,California,"Los Angeles, California"
SRP (Social Rehabilitation Program),Discovery Practice Management Inc,Discovery Mood & Anxiety Program Chino Hills,Certified,CDSS,6,San Bernardino,2062 Hunter Road,Chino Hills,91709,MHBS190298,California,"San Bernardino, California"
SRP (Social Rehabilitation Program),Dynamic Behavioral Health Llc,"Dynamic Behavioral Health Dba ""Montare Oasis""",Certified,CDSS,6,Los Angeles,5705 Shirley Avenue,Tarzana,91356,MHBT220411,California,"Los Angeles, California"
SRP (Social Rehabilitation Program),Eden By Enhance Llc,Eden By Enhance,Certified,CDSS,6,Orange,35 Mann Street,Irvine,92612,MHBT220401,California,"Orange, California"
SRP (Social Rehabilitation Program),Elevation Behavioral Health Llc,Elevations - Kanan,Certified,CDSS,6,Los Angeles,3836 Kanan Road,Agoura Hills,91301,MHBS200322,California,"Los Angeles, California"
SRP (Social Rehabilitation Program),Empower Residential Wellness Center Llc,Empower Residential Wellness Center Llc (Bassett),Certified,CDSS,6,Los Angeles,22119 Bassett Street,Canoga Park,91303,MHBT230476,California,"Los Angeles, California"
SRP (Social Rehabilitation Program),Empower Residential Wellness Center Llc,Empower Residential Wellness Center Llc (Bellingham),Certified,CDSS,6,Los Angeles,6603 Bellingham Avenue,North Hollywood,91606,MHBT250243,California,"Los Angeles, California"
SRP (Social Rehabilitation Program),Encompass Community Services,Casa Pacifica,Certified,CDSS,12,Santa Cruz,321 E. Beach Street,Watsonville,95076,MHBT100175,California,"Santa Cruz, California"
SRP (Social Rehabilitation Program),Encompass Community Services,El Dorado Residential,Certified,CDSS,16,Santa Cruz,941 El Dorado Avenue,Santa Cruz,95062,MHBS240495,California,"Santa Cruz, California"
SRP (Social Rehabilitation Program),Executive Recovery Group Inc,Montare Amigo,Certified,CDSS,6,Los Angeles,4755 Amigo Avenue,Tarzana,91356,MHBT220425,California,"Los Angeles, California"
SRP (Social Rehabilitation Program),Executive Recovery Group Inc,Montare Mecca,Certified,CDSS,6,Los Angeles,5034 Mecca Avenue,Tarzana,91356,MHBT250550,California,"Los Angeles, California"
SRP (Social Rehabilitation Program),Executive Residential Care & Recovery Llc,Executive Residential Care & Recovery,Certified,CDSS,6,Riverside,70806 Halper Lake,Rancho Mirage,92270,MHBS220402,California,"Riverside, California"
SRP (Social Rehabilitation Program),Exodus Recovery Inc,Amhs Exodus Crisis Residential Program (Be Well),Certified,CDSS,15,Orange,265 S. Anita Drive Ste. 201,Orange,92868,MHBS210351,California,"Orange, California"
SRP (Social Rehabilitation Program),Exodus Recovery Inc,Exodus Overland Crisis Residential Treatment Program,Certified,CDSS,12,Los Angeles,3754-56 Overland Avenue,Los Angeles,90034,MHBS170236,California,"Los Angeles, California"
SRP (Social Rehabilitation Program),Exodus Recovery Llc,Exodus Crtp Lac - Usc,Certified,CDSS,16,Los Angeles,1774 Zonal Avenue Building A,Los Angeles,90033,MHBS250534,California,"Los Angeles, California"
SRP (Social Rehabilitation Program),First Light Recovery Llc,First Light Recovery Llc (Paseo Barona),Certified,CDSS,6,Orange,27732 Paseo Barona,San Juan Capistrano,92675,MHBT220392,California,"Orange, California"
SRP (Social Rehabilitation Program),First Light Recovery Llc,First Light Recovery Llc (Argus),Certified,CDSS,6,Orange,24642 Argus Dr,Mission Viejo,92691,MHBT250560,California,"Orange, California"
SRP (Social Rehabilitation Program),First Light Recovery Llc,First Light Recovery Llc (Casa Grande),Certified,CDSS,6,Orange,31211 Casa Grande Drive,San Juan Capistrano,92675,MHBT200319,California,"Orange, California"
SRP (Social Rehabilitation Program),G & C Swain Inc,His House,Certified,CDSS,6,San Bernardino,1354 Carlos Place,Ontario,91764,MHBS230475,California,"San Bernardino, California"
SRP (Social Rehabilitation Program),Gateways Hospital And Mental Health Center,Gateways Hospital - Social Rehab Program,Certified,CDSS,16,Los Angeles,423 N. Hoover Street,Los Angeles,90004,MHBS170242,California,"Los Angeles, California"
SRP (Social Rehabilitation Program),God’S Love Outreach Ministries,Glom Arf 3,Certified,CDSS,15,San Joaquin,1117 S. Grant Street,Stockton,95206,MHBS190268 ,California,"San Joaquin, California"
SRP (Social Rehabilitation Program),God’S Love Outreach Ministries,Glom Arf 4,Certified,CDSS,15,San Joaquin,8210 Bright Road,French Camp,95231,MHBT190269 ,California,"San Joaquin, California"
SRP (Social Rehabilitation Program),God’S Love Outreach Ministries,Glom Arf 5,Certified,CDSS,16,San Joaquin,458 Almond Drive,Lodi,95240,MHBS190270 ,California,"San Joaquin, California"
SRP (Social Rehabilitation Program),Growth Extended Inc,Growth Extended Inc,Certified,CDSS,6,Los Angeles,15743 Covello Street,Lake Balboa,91406,MHBS200313,California,"Los Angeles, California"
SRP (Social Rehabilitation Program),Guardian Health Care Services Inc,D'Amore Healthcare - S Rene,Certified,CDSS,6,Orange,2902 South Rene Drive,Santa Ana,92704,MHBT190278,California,"Orange, California"
SRP (Social Rehabilitation Program),Guardian Health Care Services Inc,D'Amore Healthcare - Cheyenne,Certified,CDSS,6,Orange,1055 Cheyenne Street,Costa Mesa,92626,MHBS210360,California,"Orange, California"
SRP (Social Rehabilitation Program),Guardian Health Care Services Inc,D'Amore Healthcare - Deegan,Certified,CDSS,6,Orange,2534 South Deegan Drive,Santa Ana,92704,MHBS180243,California,"Orange, California"
SRP (Social Rehabilitation Program),Guardian Health Care Services Inc,D'Amore Healthcare - Grant,Certified,CDSS,6,Orange,3044 Grant Avenue,Costa Mesa,92626,MHBS160214,California,"Orange, California"
SRP (Social Rehabilitation Program),Helping Hearts California Llc,Helping Hearts - Acacia,Certified,CDSS,6,San Bernardino,1767 N Acacia Avenue,Rialto,92376,MHBL230440,California,"San Bernardino, California"
SRP (Social Rehabilitation Program),Helping Hearts California Llc,Helping Hearts - Aurora,Certified,CDSS,6,San Bernardino,13132 Aurora Avenue ,Victorville,92392,MHBL190262,California,"San Bernardino, California"
SRP (Social Rehabilitation Program),Helping Hearts California Llc,Helping Hearts - Blackwood,Certified,CDSS,6,San Bernardino,11253 Blackwood Street,Fontana,92337,MHBL190295,California,"San Bernardino, California"
SRP (Social Rehabilitation Program),Helping Hearts California Llc,Helping Hearts - Bonanza,Certified,CDSS,10,San Bernardino,14516 Bonanza Road,Victorville,92392,MHBL180241,California,"San Bernardino, California"
SRP (Social Rehabilitation Program),Helping Hearts California Llc,Helping Hearts - Euclid,Certified,CDSS,10,San Bernardino,747 North Euclid Avenue,Ontario,91762,MHBT160210,California,"San Bernardino, California"
SRP (Social Rehabilitation Program),Helping Hearts California Llc,Helping Hearts - Kern,Certified,CDSS,10,San Bernardino,2421 Kern Street,San Bernardino,92407,MHBL170225,California,"San Bernardino, California"
SRP (Social Rehabilitation Program),Helping Hearts California Llc,Helping Hearts - Robin Lane,Certified,CDSS,6,San Bernardino,6272 Robin Lane,San Bernardino,92407,MHBL230469,California,"San Bernardino, California"
SRP (Social Rehabilitation Program),Helping Hearts California Llc,Helping Hearts - Visconti,Certified,CDSS,10,San Bernardino,1288 Visconti Drive,Colton,92324,MHBL150193,California,"San Bernardino, California"
SRP (Social Rehabilitation Program),Highlands In Bloom Llc,Highlands In Bloom,Certified,CDSS,6,Los Angeles,28051 Balkins Drive,Agoura Hills,91301,MHBT250527,California,"Los Angeles, California"
SRP (Social Rehabilitation Program),Innerchange Opi Llc,Opi Str,Certified,CDSS,6,Los Angeles,6123 Woodlake Avenue,Woodland Hills,91367,MHBT230447,California,"Los Angeles, California"
SRP (Social Rehabilitation Program),Innerchange Opi Llc,Opi Str - Campo,Certified,CDSS,6,Los Angeles,5052 Campo Road,Woodland Hills,91364,MHBT250535,California,"Los Angeles, California"
SRP (Social Rehabilitation Program),Interim Inc,Bridge House,Certified,CDSS,14,Monterey,601/603 Bayonet Circle,Marina,93933,MHBT180242,California,"Monterey, California"
SRP (Social Rehabilitation Program),Interim Inc,Interim Inc Manzanita,Certified,CDSS,15,Monterey,200 Casentini Street,Salinas,93907,MHAS910061,California,"Monterey, California"
SRP (Social Rehabilitation Program),Interim Inc,Manzanita Monterey,Certified,CDSS,13,Monterey,343 Dela Vina Avenue,Monterey,93940,MHBS180244,California,"Monterey, California"
SRP (Social Rehabilitation Program),Kali West Llc,Villa Kali Ma,Certified,CDSS,6,San Diego,17676 Vista Rancho Court,Rancho Santa Fe,92067,MHBS230473,California,"San Diego, California"
SRP (Social Rehabilitation Program),Kingdom Builders Transitional Housing Program,Kingdom Builders Transitional Housing Program (Clara St),Certified,CDSS,6,Alameda,432 Clara Street,Oakland,94603,MHBS250536,California,"Alameda, California"
SRP (Social Rehabilitation Program),Kingdom Builders Transitional Housing Program,Kingdom Builders Transitional Housing Program (Sunkist Dr),Certified,CDSS,6,Alameda,7988 Sunkist Drive,Oakland,94605,MHBS250537,California,"Alameda, California"
SRP (Social Rehabilitation Program),Laguna Shores Mental Health Llc,Laguna Shores Mental Health,Certified,CDSS,6,Orange,28812 Aloma Avenue,Laguna Niguel,92677,MHBT240518,California,"Orange, California"
SRP (Social Rehabilitation Program),Legends Healthcare Llc,Clarity Center For Mental Wellness,Certified,CDSS,6,Orange,25226 Derby Circle,Laguna Hills,92653,MHBL240519,California,"Orange, California"
SRP (Social Rehabilitation Program),Lifesync Recovery And Detoxification Llc,Lifesync Malibu (Calpine),Certified,CDSS,6,Los Angeles,5795 Calpine Drive,Malibu,90265,MHBS230450,California,"Los Angeles, California"
SRP (Social Rehabilitation Program),Lifesync Recovery And Detoxification Llc,Lifesync Malibu (Murphy),Certified,CDSS,6,Los Angeles,6231 Murphy Way,Malibu,90265,MHBS230455,California,"Los Angeles, California"
SRP (Social Rehabilitation Program),Los Angeles Centers For Alcohol And Drug Abuse,Safe Haven,Certified,CDSS,16,Los Angeles,12580 Lakeland Road,Santa Fe Springs,90670,MHBS200323,California,"Los Angeles, California"
SRP (Social Rehabilitation Program),Los Angeles Mental Health,Los Angeles Mental Health,Certified,CDSS,6,Los Angeles,5310 Bothwell,Tarzana,91356,MHBS250562,California,"Los Angeles, California"
SRP (Social Rehabilitation Program),Maati Services Llc,New Journeys Behavioral Health,Certified,CDSS,6,Orange,7 Maslow,Irvine,92620,MHBT190301,California,"Orange, California"
SRP (Social Rehabilitation Program),Mental Health Center Of San Diego Llc,Mental Health Center Of San Diego (Ben),Certified,CDSS,6,San Diego,3825 Ben Street,San Diego,92111,MHBS210372,California,"San Diego, California"
SRP (Social Rehabilitation Program),Mental Health Center Of San Diego Llc,Mental Health Center Of San Diego (Burgener),Certified,CDSS,6,San Diego,2676 Burgener Boulevard,San Diego,92110,MHBS230477,California,"San Diego, California"
SRP (Social Rehabilitation Program),Mental Health Center Of San Diego Llc,Mental Health Center Of San Diego (Rockhurst),Certified,CDSS,6,San Diego,6372 Rockhurst Drive ,San Diego,92120,MHBT230453,California,"San Diego, California"
SRP (Social Rehabilitation Program),Mental Health Center Of San Diego Llc,Mental Health Center Of San Diego (Torrey Pines),Certified,CDSS,6,San Diego,2075 Torrey Pines Road ,La Jolla,92037,MHBT230444,California,"San Diego, California"
SRP (Social Rehabilitation Program),Mental Health House Llc,Mental Health House Llc - Glenmere,Certified,CDSS,6,Orange,13871 Glenmere Drive,North Tustin,92705,MHBT210368,California,"Orange, California"
SRP (Social Rehabilitation Program),Mental Health House Llc,Mental Health House Llc - Las Luces,Certified,CDSS,6,Orange,11621 Las Luces,North Tustin,92705,MHBT210370,California,"Orange, California"
SRP (Social Rehabilitation Program),Mental Health House Llc,Mental Health House Llc - El Toro,Certified,CDSS,6,Orange,10618 El Toro Avenue,Fountain Valley,92708,MHB​S250529​,California,"Orange, California"
SRP (Social Rehabilitation Program),Mental Health House Llc,Mental Health House Llc - Master Circle,Certified,CDSS,6,Orange,137 The Master Circle,Costa Mesa,92627,MHBT250545,California,"Orange, California"
SRP (Social Rehabilitation Program),Mental Health Treatment And Stabilization Center Of Sacramento Llc,"Mental Health Treatment And Stabilization
Center Of Sacramento Llc",Certified,CDSS,6,Placerville,4072 Knobby Crest Way,Roseville,95747,MHBT250543,California,"Placerville, California"
SRP (Social Rehabilitation Program),Mental Wellness Ks Inc,Mental Wellness Ks Inc,Certified,CDSS,6,Riverside,947 N. Cibola Circle,Palm Springs,92262,MHBT210353,California,"Riverside, California"
SRP (Social Rehabilitation Program),Meraki Management - Ca Llc,Lightfully - Halo,Certified,CDSS,6,Ventura,949 El Segundo Drive,Thousand Oaks,91362,MHBS230467,California,"Ventura, California"
SRP (Social Rehabilitation Program),Meraki Management - Ca Llc,Lightfully - Orion,Certified,CDSS,6,San Diego,2292 Lundy Lake Drive ,Escondido ,92029,MHBS240500,California,"San Diego, California"
SRP (Social Rehabilitation Program),Meraki Management - Ca Llc,Lightfully - Moonbeam,Certified,CDSS,6,Ventura,1247 La Peresa Drive,Thousand Oaks,91362,MHBS220393,California,"Ventura, California"
SRP (Social Rehabilitation Program),Meraki Management - Ca Llc,Lightfully - Sunrise,Certified,CDSS,6,Los Angeles,641 Elkins Road,Los Angeles,90049,MHBS220381,California,"Los Angeles, California"
SRP (Social Rehabilitation Program),Momentum For Mental Health,La Selva,Certified,CDSS,12,Santa Clara,652 Forest Avenue,Palo Alto,94301,MHAT910002,California,"Santa Clara, California"
SRP (Social Rehabilitation Program),Momentum For Mental Health,Litteral House,Certified,CDSS,15,Santa Clara,96 South 14th Street,San Jose,95112,MHBS930085,California,"Santa Clara, California"
SRP (Social Rehabilitation Program),Momentum For Mental Health,Momentum For Mental Health - Fsp Residential,Certified,CDSS,16,Santa Clara,436 N. White Road,San Jose,95127,MHAS910040,California,"Santa Clara, California"
SRP (Social Rehabilitation Program),Momentum For Mental Health,Momentum For Mental Health Crisis Residential,Certified,CDSS,16,Santa Clara,101 Jose Figueres Avenue,San Jose,95127,MHBS170234,California,"Santa Clara, California"
SRP (Social Rehabilitation Program),Momentum For Mental Health,Sub-Acute Residential Treatment (Sart),Certified,CDSS,16,Santa Clara,230 N. Morrison Avenue,San Jose,95126,MHAS910059,California,"Santa Clara, California"
SRP (Social Rehabilitation Program),Montage Recovery Ca Llc,Montare At The Boulevard,Certified,CDSS,6,Los Angeles,4944 Lindley Avenue,Encino,91316,MHBT210356,California,"Los Angeles, California"
SRP (Social Rehabilitation Program),Montage Recovery Ca Llc,Montare At The Woodlands,Certified,CDSS,6,Los Angeles,5316 Lubao Avenue,Woodland Hills,91364,MHBT230472,California,"Los Angeles, California"
SRP (Social Rehabilitation Program),Montage Recovery Solutions Llc,Montare At The Lake,Certified,CDSS,6,Los Angeles,17801 Twilight Lane,Encino,91316,MHBT250546,California,"Los Angeles, California"
SRP (Social Rehabilitation Program),Montage Recovery Solutions Llc,Montare Palomar,Certified,CDSS,6,Los Angeles,4921 Palomar Drive,Tarzana,91356,MHBT250538,California,"Los Angeles, California"
SRP (Social Rehabilitation Program),National Psychiatric Care And Rehab Services Inc,"National Psychiatric Care And Rehab Services Inc 
(Tice)",Certified,CDSS,12,Contra Costa,2181 Tice Valley Boulevard,Walnut Creek,94595,MHBS190299,California,"Contra Costa, California"
SRP (Social Rehabilitation Program),National Psychiatric Care And Rehab Services Inc,National Psychiatric Care And Rehab Services Inc (5Th),Certified,CDSS,15,Santa Clara,650 South 5th Street,San Jose,95112,MHBS150201,California,"Santa Clara, California"
SRP (Social Rehabilitation Program),National Psychiatric Care And Rehab Services Inc,National Psychiatric Care And Rehab Services Inc (Airport Way),Certified,CDSS,14,San Joaquin,401 South Airport Way,Manteca,95337,MHBS190275  ,California,"San Joaquin, California"
SRP (Social Rehabilitation Program),National Psychiatric Care And Rehab Services Inc,National Vallejo,Certified,CDSS,6,Solano,3467 Edgewater Place,Vallejo,94591, MHBS190276    ,California,"Solano, California"
SRP (Social Rehabilitation Program),Nevada County Behavioral Health / Auburn Counseling Services,Odyssey House,Certified,CDSS,16,Nevada,995 Helling Way,Nevada City,95959,MHBT960119,California,"Nevada, California"
SRP (Social Rehabilitation Program),New View Mental Health Inc,New View Mental Health,Certified,CDSS,6,San Diego,2140 Hartford Street,San Diego,92110,MHBT240489,California,"San Diego, California"
SRP (Social Rehabilitation Program),Pace Recovery Center Llc,Pace Recovery Center Llc,Certified,CDSS,6,Orange,211 22nd Street,Huntington Beach,92648,MHBS180248,California,"Orange, California"
SRP (Social Rehabilitation Program),Pacific Coast Mental Health Llc,Pacific Coast Mental Health (Waxwing),Certified,CDSS,6,Orange,2798 Waxwing Circle,Costa Mesa,92627,MHBS240497,California,"Orange, California"
SRP (Social Rehabilitation Program),Pacific Solstice Llc,Pacific Solstice Llc,Certified,CDSS,6,Orange,307 East Avenida Cordoba,San Clemente,92672,MHBS230478,California,"Orange, California"
SRP (Social Rehabilitation Program),Paradigm Treatment Centers Llc,Paradigm Malibu - Beach House,Certified,CDSS,6,Los Angeles,29245 Cliffside Drive,Malibu,90265,MHBS190277,California,"Los Angeles, California"
SRP (Social Rehabilitation Program),Paradigm Treatment Centers Llc,Paradigm Malibu - Pch,Certified,CDSS,6,Los Angeles,27407 Pacific Coast Highway,Los Angeles,90265,MHBS230441,California,"Los Angeles, California"
SRP (Social Rehabilitation Program),Paradigm Treatment Centers Llc,Paradigm San Francisco - Marina,Certified,CDSS,6,Marin,135 Marina Boulevard,San Rafael,94901,MHBS230449,California,"Marin, California"
SRP (Social Rehabilitation Program),Paradigm Treatment Centers Llc,Paradigm San Francisco - Young Adult,Certified,CDSS,6,Marin, 46 Arguello Circle,San Rafael,94901,MHBS220394,California,"Marin, California"
SRP (Social Rehabilitation Program),Progress Foundation,"Progress Foundation
Ashbury House",Certified,CDSS,10,San Francisco,212 Ashbury Street,San Francisco,94117,MHBT940104,California,"San Francisco, California"
SRP (Social Rehabilitation Program),Progress Foundation,"Progress Foundation
Avenues",Certified,CDSS,12,San Francisco,1443 7th Avenue,San Francisco,94122,MHBS990132,California,"San Francisco, California"
SRP (Social Rehabilitation Program),Progress Foundation,"Progress Foundation
Bella House",Certified,CDSS,12,Napa,1046 Bella Drive,Napa,94558,MHBT060154,California,"Napa, California"
SRP (Social Rehabilitation Program),Progress Foundation,"Progress Foundation
Carroll House",Certified,CDSS,6,San Francisco,73 Anderson Street,San Francisco,94110,MHAT910036,California,"San Francisco, California"
SRP (Social Rehabilitation Program),Progress Foundation,"Progress Foundation
Clay House",Certified,CDSS,16,San Francisco,2210 Clay Street,San Francisco,94115,MHBT960120,California,"San Francisco, California"
SRP (Social Rehabilitation Program),Progress Foundation,"Progress Foundation
Cortland House",Certified,CDSS,10,San Francisco,77-79 Cortland Street,San Francisco,94110,MHBT200816,California,"San Francisco, California"
SRP (Social Rehabilitation Program),Progress Foundation,"Progress Foundation
Dore Residence",Certified,CDSS,14,San Francisco,52 Dore Street Unit 1,San Francisco,94103,MHBS090168,California,"San Francisco, California"
SRP (Social Rehabilitation Program),Progress Foundation,"Progress Foundation
Dorine Loso House",Certified,CDSS,14,San Francisco,405 Baker Street,San Francisco,94117,MHBT070160,California,"San Francisco, California"
SRP (Social Rehabilitation Program),Progress Foundation,"Progress Foundation
Grand Ave",Certified,CDSS,16,Marin,920 Grand Avenue,San Rafael,94901,MHBT220427,California,"Marin, California"
SRP (Social Rehabilitation Program),Progress Foundation,"Progress Foundation
Harstad House",Certified,CDSS,10,Sonoma,1120 Gordon Lane,Santa Rosa,95404,MHBS160213,California,"Sonoma, California"
SRP (Social Rehabilitation Program),Progress Foundation,"Progress Foundation
La Amistad",Certified,CDSS,13,San Francisco,2481-2483 Harrison Street,San Francisco,94110,MHAT910031,California,"San Francisco, California"
SRP (Social Rehabilitation Program),Progress Foundation,"Progress Foundation
La Posada",Certified,CDSS,10,San Francisco,810 Capp Street,San Francisco,94110,MHAS910032,California,"San Francisco, California"
SRP (Social Rehabilitation Program),Progress Foundation,"Progress Foundation
Parker Hill Place",Certified,CDSS,12,Sonoma,3371 Parker Hill Road,Santa Rosa,95404,MHBT130183,California,"Sonoma, California"
SRP (Social Rehabilitation Program),Progress Foundation,"Progress Foundation
Progress Place",Certified,CDSS,8,Napa,3133 Laurel Street,Napa,94558,MHAS910011,California,"Napa, California"
SRP (Social Rehabilitation Program),Progress Foundation,"Progress Foundation
Progress Sonoma",Certified,CDSS,10,Sonoma,3400 Montgomery Drive,Santa Rosa,95405,MHBS070159,California,"Sonoma, California"
SRP (Social Rehabilitation Program),Progress Foundation,"Progress Foundation
Rypins House",Certified,CDSS,6,San Francisco,1405 Guerrero Street,San Francisco,94110,MHAT910035,California,"San Francisco, California"
SRP (Social Rehabilitation Program),Progress Foundation,"Progress Foundation
Shrader House",Certified,CDSS,12,San Francisco,50 Shrader Street,San Francisco,94117,MHAS910001,California,"San Francisco, California"
SRP (Social Rehabilitation Program),Progress Foundation,Progress House 1,Certified,CDSS,10,San Francisco,25 Beulah Street,San Francisco,94117,MHAT910034,California,"San Francisco, California"
SRP (Social Rehabilitation Program),Psych Health Centers Inc,Psych Health Centers,Certified,CDSS,16,Riverside,1404 N. Palm Canyon Drive,Palm Springs,92262,MHBT200305,California,"Riverside, California"
SRP (Social Rehabilitation Program),Psyclarity Health Inc,Psyclarity Health Inc,Certified,CDSS,6,Los Angeles,22450 Collins Street,Woodland Hills,92367,MHBS220384,California,"Los Angeles, California"
SRP (Social Rehabilitation Program),Pure Recovery California Inc,Pure Recovery California,Certified,CDSS,6,Ventura,741 Mandalay Beach Road,Oxnard,93035,MHBS230458,California,"Ventura, California"
SRP (Social Rehabilitation Program),Pure Recovery California Inc,Pure Recovery California Inc - Moradao Place,Certified,CDSS,6,Ventura,417 Morado Place,Oxnard,93030,MHBS250554,California,"Ventura, California"
SRP (Social Rehabilitation Program),Pure Recovery California Inc,Pure Recovery California Inc - Ocean Drive,Certified,CDSS,6,Ventura,3616 Ocean Drive,Oxnard,93035,MHBS250555,California,"Ventura, California"
SRP (Social Rehabilitation Program),Quest Behavioral Health Inc,Quest Behavioral Health Inc,Certified,CDSS,6,Los Angeles,43828 47th St. West,Lancaster,93536,MHBS220423,California,"Los Angeles, California"
SRP (Social Rehabilitation Program),Quest Behavioral Health Inc,Quest Behavioral Health Inc - Chapparel,Certified,CDSS,6,Los Angeles,43862 Chapparel Drive,Lancaster,93536,MHBS250542,California,"Los Angeles, California"
SRP (Social Rehabilitation Program),Raw Recovery Llc,Storyline Mh,Certified,CDSS,6,Orange,31961 Calle Reynalda,San Juan Capistrano,92675,MHBT250525,California,"Orange, California"
SRP (Social Rehabilitation Program),Redemptio Llc,Elemental Health,Certified,CDSS,6,Ventura,145 Erten Street,Thousand Oaks,91360,MHBS240499,California,"Ventura, California"
SRP (Social Rehabilitation Program),Redwood Community Services Inc,Phoenix House,Certified,CDSS,8,Mendocino,641 South Orchard Avenue,Ukiah,95482,MHBS220385,California,"Mendocino, California"
SRP (Social Rehabilitation Program),Restorative Residential Llc,Lightfully - Sol,Certified,CDSS,6,Los Angeles,1414 San Vicente Boulevard,Santa Monica,90402,MHBS220403,California,"Los Angeles, California"
SRP (Social Rehabilitation Program),Revival Mental Health Llc,Revival Mental Health Llc (Hamilton),Certified,CDSS,6,Orange,9879 Hamilton Avenue,Fountain Valley,92708,MHBT230452,California,"Orange, California"
SRP (Social Rehabilitation Program),Revival Mental Health Llc,Revival Mental Health Llc (Magellan),Certified,CDSS,6,Orange,16252 Magellan Lane,Huntington Beach,92647,MHBS240511,California,"Orange, California"
SRP (Social Rehabilitation Program),Robles Ranch Mental Health Inc,Robles Ranch Mental Health,Certified,CDSS,6,San Luis Obispo,175 Cripple Creek Road,Paso Robles,93446,MHBT240516,California,"San Luis Obispo, California"
